Feature,Correlation,P_Value,Abs_Correlation,Rank
latent_185,-0.011106158862630885,0.3659391698340726,0.011106158862630885,225
latent_154,-0.010525252379190251,0.39154758402246326,0.010525252379190251,226
latent_149,-0.010491050695902048,0.39308846386976515,0.010491050695902048,227
latent_83,0.010408922423949973,0.3968035396955889,0.010408922423949973,228
latent_23,-0.010362530949531988,0.39891138956158884,0.010362530949531988,229
latent_183,0.010220707537490138,0.40539696392338814,0.010220707537490138,230
latent_84,0.009115586889976487,0.458054361311435,0.009115586889976487,231
latent_118,0.009078604714553747,0.45988042171365406,0.009078604714553747,232
latent_228,0.00800225593081387,0.5147750130312833,0.00800225593081387,233
latent_197,0.007710973761687277,0.5301951306225928,0.007710973761687277,234
latent_212,-0.007279740184334995,0.5534469717855725,0.007279740184334995,235
latent_132,0.006434729929666497,0.6004080661704795,0.006434729929666497,236
latent_68,0.006326956715669411,0.6065247768353372,0.006326956715669411,237
latent_160,-0.005749856831261147,0.6397407626634612,0.005749856831261147,238
latent_200,0.005691194803899474,0.6431594609806139,0.005691194803899474,239
latent_205,0.005625124453157819,0.6470189620195946,0.005625124453157819,240
latent_35,-0.005574323559580069,0.6499929725254676,0.005574323559580069,241
latent_28,0.0050810604646529395,0.6791540019747225,0.0050810604646529395,242
latent_1,0.004626343846606741,0.7064695871733936,0.004626343846606741,243
latent_225,0.004027188973596349,0.7430418136688114,0.004027188973596349,244
latent_135,-0.0035619602824852213,0.7718496682511755,0.0035619602824852213,245
latent_119,-0.0034243837096688406,0.7804313082821194,0.0034243837096688406,246
latent_9,0.003330829882178551,0.7862823174429774,0.003330829882178551,247
latent_250,0.0029431367804785887,0.8106546187219394,0.0029431367804785887,248
latent_90,0.002867820345497084,0.8154115495835886,0.002867820345497084,249
latent_194,0.0028661839159764974,0.81551498149577,0.0028661839159764974,250
latent_85,-0.0027906636470637868,0.8202917722863509,0.0027906636470637868,251
latent_252,0.0023986524133558507,0.8451905497470347,0.0023986524133558507,252
latent_86,0.0021937865896804413,0.8582661490174303,0.0021937865896804413,253
latent_91,-0.0019494207945562163,0.8739135350269776,0.0019494207945562163,254
latent_224,0.0012933530192814555,0.9161510379133967,0.0012933530192814555,255
latent_157,0.00021144240698655822,0.9862673984650269,0.00021144240698655822,256
